    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
   47  -0.512E-01  0.533E+01  0.108E+00 -0.451E+01  0.000E+00  0.128E-06  0.282E-03  0.127E-03
   48  -0.398E-01  0.409E+01  0.822E-01 -0.345E+01  0.000E+00  0.494E-07  0.166E-03  0.754E-04
   49  -0.307E-01  0.313E+01  0.623E-01 -0.263E+01  0.000E+00  0.190E-07  0.971E-04  0.443E-04
   50  -0.236E-01  0.238E+01  0.470E-01 -0.200E+01  0.000E+00  0.120E-07  0.131E-03  0.604E-04


                      RAYLEIGH WAVE      MODE #  3
        T = 0.2900E+01 C =    0.4213E+01 U   = 0.3403E+01
        AR= 0.1533E-03 GAMMA= 0.5002E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.448E+00  0.000E+00  0.100E+01  0.000E+00 -0.273E-01  0.159E-02 -0.245E-04 -0.104E-01
    2  -0.273E-01  0.158E+01  0.942E+00 -0.113E+02 -0.276E-01  0.586E-03  0.509E-02 -0.524E-02
    3  -0.410E+00  0.190E+01  0.741E+00 -0.212E+02 -0.276E-01  0.266E-03  0.185E-01  0.465E-02
    4  -0.674E+00  0.983E-01  0.401E+00 -0.281E+02 -0.276E-01  0.114E-03  0.312E-01  0.131E-01
    5  -0.815E+00 -0.307E+01 -0.241E-01 -0.313E+02 -0.276E-01  0.427E-04  0.374E-01  0.153E-01
    6  -0.833E+00 -0.689E+01 -0.475E+00 -0.306E+02 -0.276E-01  0.111E-04  0.355E-01  0.100E-01
    7  -0.739E+00 -0.107E+02 -0.894E+00 -0.263E+02 -0.276E-01  0.789E-06  0.278E-01 -0.315E-03
    8  -0.555E+00 -0.140E+02 -0.123E+01 -0.189E+02 -0.276E-01  0.591E-05  0.189E-01 -0.110E-01
    9  -0.311E+00 -0.163E+02 -0.145E+01 -0.947E+01 -0.276E-01  0.294E-04  0.135E-01 -0.174E-01
   10  -0.448E-01 -0.175E+02 -0.152E+01  0.957E+00 -0.276E-01  0.848E-04  0.137E-01 -0.169E-01
   11   0.201E+00 -0.177E+02 -0.145E+01  0.110E+02 -0.263E-01  0.422E-04  0.169E-01 -0.115E-01
   12   0.463E+00 -0.157E+02 -0.125E+01  0.204E+02 -0.263E-01  0.175E-04  0.253E-01 -0.132E-02
   13   0.670E+00 -0.119E+02 -0.944E+00  0.278E+02 -0.263E-01  0.625E-05  0.340E-01  0.919E-02
   14   0.815E+00 -0.671E+01 -0.552E+00  0.330E+02 -0.263E-01  0.146E-05  0.406E-01  0.167E-01
   15   0.889E+00 -0.652E+00 -0.107E+00  0.355E+02 -0.263E-01  0.101E-06  0.436E-01  0.190E-01
   16   0.892E+00  0.576E+01  0.353E+00  0.352E+02 -0.263E-01  0.132E-05  0.428E-01  0.155E-01
   17   0.826E+00  0.120E+02  0.793E+00  0.321E+02 -0.263E-01  0.588E-05  0.390E-01  0.732E-02
   18   0.702E+00  0.177E+02  0.118E+01  0.266E+02 -0.263E-01  0.166E-04  0.340E-01 -0.289E-02
   19   0.534E+00  0.224E+02  0.149E+01  0.192E+02 -0.263E-01  0.404E-04  0.298E-01 -0.120E-01
   20   0.342E+00  0.259E+02  0.169E+01  0.105E+02 -0.263E-01  0.920E-04  0.280E-01 -0.173E-01
   21   0.149E+00  0.283E+02  0.178E+01  0.142E+01 -0.234E-01  0.106E-03  0.247E-01 -0.200E-01
   22  -0.994E-01  0.293E+02  0.176E+01 -0.795E+01 -0.234E-01  0.475E-04  0.273E-01 -0.157E-01
   23  -0.315E+00  0.278E+02  0.163E+01 -0.164E+02 -0.234E-01  0.212E-04  0.305E-01 -0.837E-02
   24  -0.497E+00  0.243E+02  0.141E+01 -0.237E+02 -0.234E-01  0.932E-05  0.337E-01  0.375E-03
   25  -0.642E+00  0.192E+02  0.110E+01 -0.297E+02 -0.234E-01  0.400E-05  0.364E-01  0.875E-02
   26  -0.747E+00  0.128E+02  0.737E+00 -0.340E+02 -0.234E-01  0.162E-05  0.385E-01  0.152E-01
   27  -0.810E+00  0.561E+01  0.332E+00 -0.366E+02 -0.234E-01  0.559E-06  0.398E-01  0.184E-01
   28  -0.830E+00 -0.203E+01 -0.936E-01 -0.373E+02 -0.234E-01  0.122E-06  0.405E-01  0.180E-01
   29  -0.808E+00 -0.968E+01 -0.517E+00 -0.361E+02 -0.234E-01  0.998E-08  0.406E-01  0.140E-01
   30  -0.745E+00 -0.170E+02 -0.917E+00 -0.332E+02 -0.234E-01  0.148E-06  0.403E-01  0.725E-02
   31  -0.646E+00 -0.235E+02 -0.127E+01 -0.286E+02 -0.234E-01  0.629E-06  0.400E-01 -0.828E-03
   32  -0.518E+00 -0.290E+02 -0.157E+01 -0.227E+02 -0.234E-01  0.178E-05  0.397E-01 -0.867E-02
   33  -0.367E+00 -0.332E+02 -0.180E+01 -0.157E+02 -0.234E-01  0.436E-05  0.399E-01 -0.147E-01
   34  -0.204E+00 -0.361E+02 -0.194E+01 -0.804E+01 -0.234E-01  0.101E-04  0.404E-01 -0.178E-01
   35  -0.398E-01 -0.374E+02 -0.199E+01 -0.148E+00 -0.234E-01  0.229E-04  0.412E-01 -0.175E-01
   36   0.114E+00 -0.374E+02 -0.195E+01  0.752E+01 -0.234E-01  0.514E-04  0.421E-01 -0.138E-01
   37   0.242E+00 -0.362E+02 -0.184E+01  0.145E+02 -0.234E-01  0.115E-03  0.423E-01 -0.786E-02
   38   0.330E+00 -0.343E+02 -0.165E+01  0.202E+02 -0.234E-01  0.255E-03  0.412E-01 -0.956E-03
   39   0.358E+00 -0.322E+02 -0.142E+01  0.241E+02 -0.234E-01  0.568E-03  0.382E-01  0.538E-02
   40   0.303E+00 -0.307E+02 -0.117E+01  0.257E+02 -0.234E-01  0.126E-02  0.336E-01  0.104E-01
   41   0.137E+00 -0.311E+02 -0.939E+00  0.242E+02  0.000E+00  0.337E-03  0.163E-01  0.272E-02
   42   0.178E+00 -0.293E+02 -0.807E+00  0.224E+02  0.000E+00  0.140E-03  0.145E-01  0.357E-02
   43   0.186E+00 -0.262E+02 -0.681E+00  0.199E+02  0.000E+00  0.581E-04  0.117E-01  0.340E-02
   44   0.176E+00 -0.227E+02 -0.567E+00  0.171E+02  0.000E+00  0.241E-04  0.885E-02  0.282E-02
   45   0.159E+00 -0.193E+02 -0.467E+00  0.145E+02  0.000E+00  0.100E-04  0.641E-02  0.217E-02
   46   0.138E+00 -0.162E+02 -0.382E+00  0.121E+02  0.000E+00  0.415E-05  0.450E-02  0.158E-02
   47   0.118E+00 -0.134E+02 -0.311E+00  0.996E+01  0.000E+00  0.172E-05  0.308E-02  0.111E-02
   48   0.986E-01 -0.110E+02 -0.252E+00  0.816E+01  0.000E+00  0.715E-06  0.208E-02  0.767E-03
   49   0.817E-01 -0.895E+01 -0.203E+00  0.665E+01  0.000E+00  0.297E-06  0.139E-02  0.519E-03
   50   0.672E-01 -0.726E+01 -0.164E+00  0.539E+01  0.000E+00  0.210E-06  0.260E-02  0.997E-03


                      RAYLEIGH WAVE      MODE #  4
        T = 0.2900E+01 C =    0.4550E+01 U   = 0.3625E+01
        AR= 0.1469E-03 GAMMA= 0.6792E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.264E+00  0.000E+00  0.100E+01  0.000E+00 -0.345E-01  0.788E-03  0.564E-03 -0.124E-01
    2  -0.185E+00  0.940E+00  0.913E+00 -0.113E+02 -0.341E-01  0.198E-03  0.950E-02 -0.500E-02
    3  -0.545E+00  0.730E+00  0.691E+00 -0.213E+02 -0.341E-01  0.956E-04  0.261E-01  0.655E-02
    4  -0.788E+00 -0.460E+00  0.338E+00 -0.279E+02 -0.341E-01  0.418E-04  0.392E-01  0.148E-01
    5  -0.888E+00 -0.225E+01 -0.871E-01 -0.302E+02 -0.341E-01  0.146E-04  0.411E-01  0.144E-01
    6  -0.840E+00 -0.425E+01 -0.515E+00 -0.278E+02 -0.341E-01  0.256E-05  0.314E-01  0.518E-02
    7  -0.657E+00 -0.606E+01 -0.881E+00 -0.213E+02 -0.341E-01  0.808E-06  0.165E-01 -0.760E-02
    8  -0.374E+00 -0.740E+01 -0.113E+01 -0.115E+02 -0.341E-01  0.859E-05  0.555E-02 -0.167E-01
    9  -0.398E-01 -0.807E+01 -0.122E+01  0.263E-01 -0.341E-01  0.291E-04  0.481E-02 -0.169E-01
   10   0.288E+00 -0.802E+01 -0.114E+01  0.114E+02 -0.341E-01  0.709E-04  0.139E-01 -0.850E-02
   11   0.552E+00 -0.739E+01 -0.909E+00  0.210E+02 -0.308E-01  0.306E-05  0.265E-01  0.320E-02
   12   0.755E+00 -0.469E+01 -0.590E+00  0.282E+02 -0.308E-01  0.956E-06  0.381E-01  0.133E-01
   13   0.866E+00 -0.127E+01 -0.198E+00  0.320E+02 -0.308E-01  0.116E-06  0.433E-01  0.175E-01
   14   0.876E+00  0.244E+01  0.221E+00  0.321E+02 -0.308E-01  0.157E-06  0.399E-01  0.138E-01
   15   0.784E+00  0.601E+01  0.618E+00  0.285E+02 -0.308E-01  0.110E-05  0.297E-01  0.384E-02
   16   0.604E+00  0.903E+01  0.948E+00  0.217E+02 -0.308E-01  0.337E-05  0.174E-01 -0.786E-02
   17   0.359E+00  0.112E+02  0.117E+01  0.124E+02 -0.308E-01  0.803E-05  0.864E-02 -0.162E-01
   18   0.782E-01  0.123E+02  0.127E+01  0.166E+01 -0.308E-01  0.172E-04  0.700E-02 -0.175E-01
   19  -0.201E+00  0.122E+02  0.123E+01 -0.913E+01 -0.308E-01  0.353E-04  0.127E-01 -0.116E-01
   20  -0.443E+00  0.112E+02  0.105E+01 -0.187E+02 -0.308E-01  0.705E-04  0.222E-01 -0.122E-02
   21  -0.614E+00  0.938E+01  0.773E+00 -0.260E+02 -0.259E-01  0.213E-05  0.302E-01  0.834E-02
   22  -0.735E+00  0.536E+01  0.445E+00 -0.308E+02 -0.259E-01  0.115E-05  0.361E-01  0.148E-01
   23  -0.789E+00  0.778E+00  0.770E-01 -0.330E+02 -0.259E-01  0.669E-06  0.375E-01  0.161E-01
   24  -0.772E+00 -0.393E+01 -0.299E+00 -0.322E+02 -0.259E-01  0.441E-06  0.340E-01  0.119E-01
   25  -0.687E+00 -0.834E+01 -0.651E+00 -0.286E+02 -0.259E-01  0.351E-06  0.269E-01  0.354E-02
   26  -0.540E+00 -0.120E+02 -0.946E+00 -0.225E+02 -0.259E-01  0.353E-06  0.186E-01 -0.606E-02
   27  -0.345E+00 -0.147E+02 -0.116E+01 -0.145E+02 -0.259E-01  0.448E-06  0.120E-01 -0.136E-01
   28  -0.118E+00 -0.161E+02 -0.127E+01 -0.516E+01 -0.259E-01  0.686E-06  0.945E-02 -0.166E-01
   29   0.121E+00 -0.160E+02 -0.127E+01  0.463E+01 -0.259E-01  0.118E-05  0.119E-01 -0.139E-01
   30   0.352E+00 -0.145E+02 -0.116E+01  0.141E+02 -0.259E-01  0.220E-05  0.186E-01 -0.636E-02
   31   0.556E+00 -0.117E+02 -0.952E+00  0.223E+02 -0.259E-01  0.424E-05  0.276E-01  0.354E-02
   32   0.717E+00 -0.766E+01 -0.653E+00  0.287E+02 -0.259E-01  0.835E-05  0.363E-01  0.126E-01
   33   0.823E+00 -0.279E+01 -0.293E+00  0.327E+02 -0.259E-01  0.166E-04  0.422E-01  0.178E-01
   34   0.867E+00  0.260E+01  0.986E-01  0.340E+02 -0.259E-01  0.332E-04  0.440E-01  0.176E-01
   35   0.850E+00  0.817E+01  0.492E+00  0.325E+02 -0.259E-01  0.666E-04  0.420E-01  0.123E-01
   36   0.778E+00  0.136E+02  0.857E+00  0.284E+02 -0.259E-01  0.134E-03  0.377E-01  0.356E-02
   37   0.666E+00  0.187E+02  0.117E+01  0.223E+02 -0.259E-01  0.268E-03  0.337E-01 -0.547E-02
   38   0.535E+00  0.233E+02  0.140E+01  0.147E+02 -0.259E-01  0.539E-03  0.322E-01 -0.118E-01
   39   0.412E+00  0.276E+02  0.156E+01  0.649E+01 -0.259E-01  0.108E-02  0.346E-01 -0.133E-01
   40   0.330E+00  0.318E+02  0.164E+01 -0.128E+01 -0.259E-01  0.217E-02  0.415E-01 -0.903E-02
   41   0.328E+00  0.366E+02  0.165E+01 -0.755E+01  0.000E+00  0.212E-02  0.279E-01 -0.164E-01
   42   0.926E-01  0.442E+02  0.164E+01 -0.142E+02  0.000E+00  0.965E-03  0.357E-01 -0.964E-02
   43  -0.521E-01  0.472E+02  0.157E+01 -0.177E+02  0.000E+00  0.438E-03  0.397E-01 -0.385E-02
   44  -0.137E+00  0.473E+02  0.147E+01 -0.191E+02  0.000E+00  0.199E-03  0.398E-01  0.387E-04
   45  -0.183E+00  0.456E+02  0.135E+01 -0.193E+02  0.000E+00  0.904E-04  0.372E-01  0.225E-02
   46  -0.204E+00  0.430E+02  0.124E+01 -0.187E+02  0.000E+00  0.411E-04  0.332E-01  0.327E-02
   47  -0.209E+00  0.398E+02  0.112E+01 -0.176E+02  0.000E+00  0.187E-04  0.287E-01  0.356E-02
   48  -0.204E+00  0.365E+02  0.102E+01 -0.164E+02  0.000E+00  0.848E-05  0.242E-01  0.344E-02
   49  -0.194E+00  0.332E+02  0.913E+00 -0.150E+02  0.000E+00  0.385E-05  0.200E-01  0.310E-02
   50  -0.181E+00  0.300E+02  0.819E+00 -0.137E+02  0.000E+00  0.321E-05  0.825E-01  0.146E-01


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3000E+01 C =    0.3149E+01 U   = 0.3075E+01
        AR= 0.3996E-02 GAMMA= 0.1112E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.804E+00  0.000E+00  0.100E+01  0.000E+00 -0.629E-01  0.696E-01  0.609E-01 -0.693E-01
    2   0.328E+00  0.830E+01  0.104E+01 -0.842E+01 -0.186E-02  0.295E-01  0.616E-01 -0.606E-01
    3   0.147E-01  0.149E+02  0.970E+00 -0.125E+02 -0.186E-02  0.947E-02  0.132E+00 -0.701E-02
    4  -0.120E+00  0.160E+02  0.830E+00 -0.128E+02 -0.186E-02  0.305E-02  0.147E+00  0.243E-01
    5  -0.163E+00  0.147E+02  0.677E+00 -0.116E+02 -0.186E-02  0.986E-03  0.123E+00  0.308E-01
    6  -0.164E+00  0.124E+02  0.535E+00 -0.979E+01 -0.186E-02  0.326E-03  0.882E-01  0.261E-01
    7  -0.147E+00  0.100E+02  0.413E+00 -0.801E+01 -0.186E-02  0.115E-03  0.581E-01  0.189E-01
    8  -0.124E+00  0.784E+01  0.312E+00 -0.642E+01 -0.186E-02  0.480E-04  0.361E-01  0.126E-01
    9  -0.996E-01  0.600E+01  0.231E+00 -0.508E+01 -0.186E-02  0.300E-04  0.214E-01  0.796E-02
   10  -0.759E-01  0.456E+01  0.167E+00 -0.397E+01 -0.186E-02  0.346E-04  0.123E-01  0.492E-02
   11  -0.512E-01  0.355E+01  0.118E+00 -0.300E+01 -0.223E-05  0.630E-05  0.611E-02  0.246E-02
   12  -0.391E-01  0.264E+01  0.861E-01 -0.221E+01 -0.223E-05  0.199E-05  0.336E-02  0.138E-02
   13  -0.293E-01  0.193E+01  0.622E-01 -0.162E+01 -0.223E-05  0.627E-06  0.181E-02  0.752E-03
   14  -0.216E-01  0.140E+01  0.447E-01 -0.117E+01 -0.223E-05  0.200E-06  0.955E-03  0.401E-03
   15  -0.158E-01  0.101E+01  0.319E-01 -0.846E+00 -0.223E-05  0.650E-07  0.498E-03  0.211E-03
   16  -0.115E-01  0.725E+00  0.227E-01 -0.609E+00 -0.223E-05  0.228E-07  0.256E-03  0.110E-03
   17  -0.830E-02  0.516E+00  0.160E-01 -0.439E+00 -0.223E-05  0.981E-08  0.131E-03  0.565E-04
   18  -0.598E-02  0.365E+00  0.113E-01 -0.316E+00 -0.223E-05  0.665E-08  0.662E-04  0.289E-04
   19  -0.427E-02  0.257E+00  0.780E-02 -0.228E+00 -0.223E-05  0.860E-08  0.331E-04  0.148E-04
   20  -0.297E-02  0.181E+00  0.532E-02 -0.165E+00 -0.223E-05  0.186E-07  0.164E-04  0.757E-05
   21  -0.190E-02  0.132E+00  0.358E-02 -0.117E+00 -0.198E-11  0.196E-08  0.725E-05  0.338E-05
   22  -0.134E-02  0.921E-01  0.248E-02 -0.810E-01 -0.198E-11  0.608E-09  0.353E-05  0.165E-05
   23  -0.934E-03  0.640E-01  0.171E-02 -0.561E-01 -0.198E-11  0.188E-09  0.170E-05  0.799E-06
   24  -0.650E-03  0.442E-01  0.117E-02 -0.387E-01 -0.198E-11  0.583E-10  0.812E-06  0.383E-06
   25  -0.450E-03  0.305E-01  0.805E-03 -0.266E-01 -0.198E-11  0.180E-10  0.386E-06  0.183E-06
   26  -0.311E-03  0.210E-01  0.552E-03 -0.183E-01 -0.198E-11  0.559E-11  0.182E-06  0.864E-07
   27  -0.214E-03  0.144E-01  0.377E-03 -0.125E-01 -0.198E-11  0.173E-11  0.859E-07  0.408E-07
   28  -0.147E-03  0.986E-02  0.258E-03 -0.858E-02 -0.198E-11  0.536E-12  0.403E-07  0.191E-07
   29  -0.101E-03  0.674E-02  0.176E-03 -0.587E-02 -0.198E-11  0.166E-12  0.188E-07  0.897E-08
   30  -0.689E-04  0.461E-02  0.120E-03 -0.401E-02 -0.198E-11  0.516E-13  0.880E-08  0.419E-08
   31  -0.471E-04  0.315E-02  0.819E-04 -0.274E-02 -0.198E-11  0.161E-13  0.410E-08  0.196E-08
   32  -0.322E-04  0.215E-02  0.558E-04 -0.187E-02 -0.198E-11  0.518E-14  0.191E-08  0.911E-09
   33  -0.220E-04  0.146E-02  0.380E-04 -0.127E-02 -0.198E-11  0.179E-14  0.888E-09  0.424E-09
   34  -0.150E-04  0.994E-03  0.258E-04 -0.871E-03 -0.198E-11  0.763E-15  0.412E-09  0.197E-09
   35  -0.103E-04  0.674E-03  0.175E-04 -0.596E-03 -0.198E-11  0.522E-15  0.191E-09  0.915E-10
   36  -0.705E-05  0.455E-03  0.118E-04 -0.410E-03 -0.198E-11  0.695E-15  0.881E-10  0.425E-10
   37  -0.486E-05  0.305E-03  0.783E-05 -0.284E-03 -0.198E-11  0.155E-14  0.405E-10  0.198E-10
   38  -0.335E-05  0.202E-03  0.511E-05 -0.199E-03 -0.198E-11  0.440E-14  0.185E-10  0.922E-11
   39  -0.228E-05  0.133E-03  0.320E-05 -0.142E-03 -0.198E-11  0.136E-13  0.829E-11  0.431E-11
   40  -0.143E-05  0.884E-04  0.187E-05 -0.101E-03 -0.198E-11  0.434E-13  0.356E-11  0.203E-11
   41  -0.610E-06  0.676E-04  0.986E-06 -0.687E-04  0.000E+00  0.133E-14  0.933E-12  0.542E-12
   42  -0.399E-06  0.437E-04  0.627E-06 -0.440E-04  0.000E+00  0.390E-15  0.389E-12  0.227E-12
   43  -0.258E-06  0.280E-04  0.396E-06 -0.280E-04  0.000E+00  0.115E-15  0.159E-12  0.930E-13
   44  -0.166E-06  0.178E-04  0.249E-06 -0.177E-04  0.000E+00  0.336E-16  0.643E-13  0.376E-13
   45  -0.105E-06  0.113E-04  0.156E-06 -0.111E-04  0.000E+00  0.988E-17  0.257E-13  0.151E-13
   46  -0.668E-07  0.711E-05  0.976E-07 -0.698E-05  0.000E+00  0.290E-17  0.102E-13  0.596E-14
   47  -0.420E-07  0.446E-05  0.608E-07 -0.436E-05  0.000E+00  0.852E-18  0.398E-14  0.234E-14
   48  -0.264E-07  0.278E-05  0.377E-07 -0.272E-05  0.000E+00  0.250E-18  0.155E-14  0.914E-15
   49  -0.165E-07  0.173E-05  0.234E-07 -0.169E-05  0.000E+00  0.735E-19  0.602E-15  0.355E-15
   50  -0.103E-07  0.108E-05  0.145E-07 -0.105E-05  0.000E+00  0.306E-19  0.377E-15  0.222E-15


                      RAYLEIGH WAVE      MODE #  1
        T = 0.3000E+01 C =    0.3791E+01 U   = 0.3559E+01
        AR= 0.1555E-03 GAMMA= 0.7808E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.620E+00  0.000E+00  0.100E+01  0.000E+00 -0.168E-01  0.233E-02  0.469E-03 -0.742E-02
    2   0.140E+00  0.315E+01  0.983E+00 -0.102E+02 -0.167E-01  0.989E-03  0.180E-02 -0.504E-02
    3  -0.237E+00  0.494E+01  0.827E+00 -0.188E+02 -0.167E-01  0.406E-03  0.953E-02  0.122E-02
    4  -0.493E+00  0.319E+01  0.543E+00 -0.247E+02 -0.167E-01  0.161E-03  0.178E-01  0.756E-02
    5  -0.655E+00 -0.895E+00  0.173E+00 -0.283E+02 -0.167E-01  0.579E-04  0.247E-01  0.116E-01
    6  -0.742E+00 -0.642E+01 -0.245E+00 -0.299E+02 -0.167E-01  0.160E-04  0.301E-01  0.126E-01
    7  -0.768E+00 -0.127E+02 -0.679E+00 -0.296E+02 -0.167E-01  0.162E-05  0.348E-01  0.106E-01
    8  -0.746E+00 -0.192E+02 -0.110E+01 -0.277E+02 -0.167E-01  0.347E-05  0.395E-01  0.655E-02
    9  -0.689E+00 -0.255E+02 -0.149E+01 -0.245E+02 -0.167E-01  0.230E-04  0.448E-01  0.157E-02
   10  -0.611E+00 -0.315E+02 -0.183E+01 -0.202E+02 -0.167E-01  0.756E-04  0.515E-01 -0.283E-02
   11  -0.532E+00 -0.370E+02 -0.211E+01 -0.154E+02 -0.798E-02  0.182E-03  0.514E-01 -0.947E-02
   12  -0.350E+00 -0.430E+02 -0.230E+01 -0.102E+02 -0.798E-02  0.779E-04  0.579E-01 -0.103E-01
   13  -0.207E+00 -0.467E+02 -0.242E+01 -0.572E+01 -0.798E-02  0.352E-04  0.630E-01 -0.101E-01
   14  -0.914E-01 -0.489E+02 -0.248E+01 -0.175E+01 -0.798E-02  0.179E-04  0.660E-01 -0.934E-02
   15   0.505E-02 -0.497E+02 -0.249E+01  0.182E+01 -0.798E-02  0.114E-04  0.669E-01 -0.813E-02
   16   0.859E-01 -0.494E+02 -0.245E+01  0.505E+01 -0.798E-02  0.104E-04  0.657E-01 -0.655E-02
   17   0.152E+00 -0.483E+02 -0.237E+01  0.793E+01 -0.798E-02  0.138E-04  0.630E-01 -0.463E-02
   18   0.201E+00 -0.466E+02 -0.226E+01  0.104E+02 -0.798E-02  0.247E-04  0.591E-01 -0.244E-02
   19   0.230E+00 -0.446E+02 -0.212E+01  0.123E+02 -0.798E-02  0.521E-04  0.547E-01 -0.570E-04
   20   0.230E+00 -0.426E+02 -0.197E+01  0.136E+02 -0.798E-02  0.119E-03  0.503E-01  0.250E-02
   21   0.190E+00 -0.411E+02 -0.181E+01  0.139E+02 -0.194E-03  0.672E-04  0.398E-01  0.694E-03
   22   0.226E+00 -0.389E+02 -0.166E+01  0.139E+02 -0.194E-03  0.271E-04  0.357E-01  0.199E-02
   23   0.239E+00 -0.361E+02 -0.151E+01  0.134E+02 -0.194E-03  0.109E-04  0.309E-01  0.248E-02
   24   0.238E+00 -0.331E+02 -0.137E+01  0.126E+02 -0.194E-03  0.440E-05  0.260E-01  0.253E-02
   25   0.229E+00 -0.301E+02 -0.123E+01  0.118E+02 -0.194E-03  0.177E-05  0.216E-01  0.235E-02
   26   0.216E+00 -0.271E+02 -0.110E+01  0.108E+02 -0.194E-03  0.719E-06  0.176E-01  0.208E-02
   27   0.201E+00 -0.243E+02 -0.987E+00  0.996E+01 -0.194E-03  0.294E-06  0.142E-01  0.178E-02
   28   0.186E+00 -0.217E+02 -0.878E+00  0.913E+01 -0.194E-03  0.123E-06  0.114E-01  0.150E-02
   29   0.172E+00 -0.193E+02 -0.778E+00  0.836E+01 -0.194E-03  0.539E-07  0.905E-02  0.125E-02
   30   0.158E+00 -0.171E+02 -0.686E+00  0.766E+01 -0.194E-03  0.266E-07  0.713E-02  0.103E-02
   31   0.145E+00 -0.150E+02 -0.602E+00  0.702E+01 -0.194E-03  0.166E-07  0.556E-02  0.845E-03
   32   0.134E+00 -0.131E+02 -0.525E+00  0.646E+01 -0.194E-03  0.148E-07  0.430E-02  0.694E-03
   33   0.123E+00 -0.113E+02 -0.454E+00  0.596E+01 -0.194E-03  0.197E-07  0.329E-02  0.571E-03
   34   0.114E+00 -0.972E+01 -0.388E+00  0.552E+01 -0.194E-03  0.358E-07  0.249E-02  0.471E-03
   35   0.105E+00 -0.824E+01 -0.327E+00  0.512E+01 -0.194E-03  0.772E-07  0.186E-02  0.391E-03
   36   0.961E-01 -0.688E+01 -0.271E+00  0.477E+01 -0.194E-03  0.181E-06  0.136E-02  0.327E-03
   37   0.873E-01 -0.566E+01 -0.219E+00  0.443E+01 -0.194E-03  0.438E-06  0.981E-03  0.273E-03
   38   0.773E-01 -0.458E+01 -0.171E+00  0.409E+01 -0.194E-03  0.108E-05  0.688E-03  0.226E-03
   39   0.649E-01 -0.369E+01 -0.128E+00  0.372E+01 -0.194E-03  0.266E-05  0.463E-03  0.183E-03
   40   0.481E-01 -0.305E+01 -0.907E-01  0.326E+01 -0.194E-03  0.660E-05  0.295E-03  0.144E-03
   41   0.236E-01 -0.277E+01 -0.612E-01  0.264E+01  0.000E+00  0.668E-06  0.111E-03  0.498E-04
   42   0.199E-01 -0.220E+01 -0.467E-01  0.206E+01  0.000E+00  0.252E-06  0.704E-04  0.325E-04
   43   0.161E-01 -0.172E+01 -0.353E-01  0.158E+01  0.000E+00  0.947E-07  0.427E-04  0.202E-04
   44   0.127E-01 -0.132E+01 -0.264E-01  0.120E+01  0.000E+00  0.357E-07  0.251E-04  0.120E-04
   45   0.983E-02 -0.100E+01 -0.197E-01  0.905E+00  0.000E+00  0.134E-07  0.144E-04  0.700E-05
   46   0.750E-02 -0.751E+00 -0.146E-01  0.676E+00  0.000E+00  0.506E-08  0.815E-05  0.398E-05
   47   0.567E-02 -0.561E+00 -0.107E-01  0.502E+00  0.000E+00  0.190E-08  0.453E-05  0.223E-05
   48   0.424E-02 -0.416E+00 -0.788E-02  0.371E+00  0.000E+00  0.717E-09  0.249E-05  0.123E-05
   49   0.316E-02 -0.307E+00 -0.577E-02  0.273E+00  0.000E+00  0.270E-09  0.136E-05  0.675E-06
   50   0.234E-02 -0.226E+00 -0.422E-02  0.200E+00  0.000E+00  0.163E-09  0.158E-05  0.790E-06


                      RAYLEIGH WAVE      MODE #  2
        T = 0.3000E+01 C =    0.3983E+01 U   = 0.3597E+01
        AR= 0.1069E-03 GAMMA= 0.3380E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.548E+00  0.000E+00  0.100E+01  0.000E+00 -0.149E-01  0.141E-02  0.899E-04 -0.610E-02
    2   0.752E-01  0.226E+01  0.967E+00 -0.104E+02 -0.151E-01  0.582E-03  0.188E-02 -0.375E-02
    3  -0.305E+00  0.330E+01  0.796E+00 -0.195E+02 -0.151E-01  0.254E-03  0.880E-02  0.164E-02
    4  -0.571E+00  0.155E+01  0.491E+00 -0.260E+02 -0.151E-01  0.106E-03  0.162E-01  0.689E-02
    5  -0.733E+00 -0.208E+01  0.996E-01 -0.296E+02 -0.151E-01  0.396E-04  0.215E-01  0.965E-02
    6  -0.801E+00 -0.679E+01 -0.335E+00 -0.305E+02 -0.151E-01  0.110E-04  0.240E-01  0.896E-02
    7  -0.786E+00 -0.119E+02 -0.769E+00 -0.288E+02 -0.151E-01  0.105E-05  0.240E-01  0.517E-02
    8  -0.701E+00 -0.169E+02 -0.117E+01 -0.248E+02 -0.151E-01  0.292E-05  0.225E-01 -0.360E-03
