    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
   41  -0.638E-01  0.548E+02  0.600E+00 -0.402E+02  0.000E+00  0.264E-03  0.177E-01  0.306E-02
   42  -0.109E+00  0.434E+02  0.387E+00 -0.312E+02  0.000E+00  0.215E-04  0.960E-02  0.288E-02
   43  -0.798E-01  0.274E+02  0.227E+00 -0.196E+02  0.000E+00  0.175E-05  0.366E-02  0.125E-02
   44  -0.492E-01  0.159E+02  0.128E+00 -0.114E+02  0.000E+00  0.143E-06  0.122E-02  0.435E-03
   45  -0.283E-01  0.892E+01  0.706E-01 -0.636E+01  0.000E+00  0.116E-07  0.379E-03  0.138E-03
   46  -0.158E-01  0.491E+01  0.385E-01 -0.350E+01  0.000E+00  0.947E-09  0.114E-03  0.422E-04
   47  -0.866E-02  0.268E+01  0.209E-01 -0.191E+01  0.000E+00  0.772E-10  0.340E-04  0.126E-04
   48  -0.472E-02  0.146E+01  0.113E-01 -0.104E+01  0.000E+00  0.629E-11  0.100E-04  0.373E-05
   49  -0.256E-02  0.788E+00  0.614E-02 -0.561E+00  0.000E+00  0.512E-12  0.294E-05  0.109E-05
   50  -0.139E-02  0.426E+00  0.332E-02 -0.304E+00  0.000E+00  0.454E-13  0.121E-05  0.453E-06


                      RAYLEIGH WAVE      MODE # 11
        T = 0.1000E+01 C =    0.4391E+01 U   = 0.3202E+01
        AR= 0.6725E-03 GAMMA= 0.1925E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.239E-01  0.000E+00  0.100E+01  0.000E+00 -0.142E+00  0.814E-03  0.686E-01 -0.896E-02
    2  -0.757E+00  0.109E+02  0.119E+00 -0.612E+02 -0.555E-01  0.291E-03  0.770E-01  0.206E-01
    3  -0.353E+00 -0.110E+02 -0.656E+00 -0.297E+02 -0.555E-01  0.399E-04  0.126E-01 -0.249E-01
    4   0.292E+00 -0.132E+02 -0.666E+00  0.299E+02 -0.555E-01  0.552E-05  0.587E-01  0.144E-01
    5   0.589E+00  0.138E+01  0.450E-01  0.576E+02 -0.555E-01  0.796E-06  0.553E-01  0.998E-02
    6   0.259E+00  0.156E+02  0.722E+00  0.253E+02 -0.555E-01  0.153E-06  0.143E-01 -0.259E-01
    7  -0.346E+00  0.141E+02  0.655E+00 -0.333E+02 -0.555E-01  0.105E-06  0.645E-01  0.174E-01
    8  -0.596E+00 -0.199E+01 -0.887E-01 -0.575E+02 -0.555E-01  0.387E-06  0.533E-01  0.746E-02
    9  -0.235E+00 -0.162E+02 -0.743E+00 -0.223E+02 -0.555E-01  0.253E-05  0.151E-01 -0.255E-01
   10   0.358E+00 -0.144E+02 -0.636E+00  0.357E+02 -0.555E-01  0.182E-04  0.626E-01  0.180E-01
   11   0.549E+00  0.237E+00  0.108E+00  0.561E+02 -0.402E-01  0.334E-04  0.474E-01  0.838E-02
   12   0.244E+00  0.212E+02  0.685E+00  0.254E+02 -0.402E-01  0.418E-05  0.157E-01 -0.225E-01
   13  -0.211E+00  0.224E+02  0.699E+00 -0.239E+02 -0.402E-01  0.525E-06  0.417E-01  0.536E-02
   14  -0.487E+00  0.500E+01  0.157E+00 -0.540E+02 -0.402E-01  0.692E-07  0.556E-01  0.198E-01
   15  -0.378E+00 -0.167E+02 -0.511E+00 -0.419E+02 -0.402E-01  0.131E-07  0.229E-01 -0.157E-01
   16   0.275E-01 -0.255E+02 -0.782E+00  0.299E+01 -0.402E-01  0.115E-07  0.265E-01 -0.118E-01
   17   0.413E+00 -0.144E+02 -0.443E+00  0.456E+02 -0.402E-01  0.549E-07  0.579E-01  0.219E-01
   18   0.478E+00  0.803E+01  0.242E+00  0.527E+02 -0.402E-01  0.409E-06  0.388E-01  0.858E-03
   19   0.175E+00  0.246E+02  0.741E+00  0.188E+02 -0.402E-01  0.325E-05  0.175E-01 -0.224E-01
   20  -0.252E+00  0.230E+02  0.672E+00 -0.293E+02 -0.402E-01  0.260E-04  0.435E-01  0.875E-02
   21  -0.447E+00  0.629E+01  0.104E+00 -0.534E+02 -0.294E-01  0.676E-05  0.467E-01  0.175E-01
   22  -0.342E+00 -0.205E+02 -0.476E+00 -0.418E+02 -0.294E-01  0.779E-06  0.281E-01 -0.941E-02
   23  -0.627E-01 -0.342E+02 -0.776E+00 -0.754E+01 -0.294E-01  0.897E-07  0.232E-01 -0.171E-01
   24   0.246E+00 -0.281E+02 -0.637E+00  0.307E+02 -0.294E-01  0.103E-07  0.390E-01  0.833E-02
   25   0.415E+00 -0.612E+01 -0.139E+00  0.516E+02 -0.294E-01  0.119E-08  0.449E-01  0.177E-01
   26   0.350E+00  0.194E+02  0.437E+00  0.436E+02 -0.294E-01  0.137E-09  0.296E-01 -0.709E-02
   27   0.894E-01  0.340E+02  0.769E+00  0.111E+02 -0.294E-01  0.160E-10  0.228E-01 -0.182E-01
   28  -0.222E+00  0.296E+02  0.669E+00 -0.276E+02 -0.294E-01  0.201E-11  0.376E-01  0.577E-02
   29  -0.409E+00  0.861E+01  0.194E+00 -0.508E+02 -0.294E-01  0.451E-12  0.455E-01  0.186E-01
   30  -0.367E+00 -0.172E+02 -0.389E+00 -0.456E+02 -0.294E-01  0.714E-12  0.313E-01 -0.443E-02
   31  -0.119E+00 -0.334E+02 -0.754E+00 -0.148E+02 -0.294E-01  0.458E-11  0.223E-01 -0.189E-01
   32   0.195E+00 -0.309E+02 -0.697E+00  0.243E+02 -0.294E-01  0.384E-10  0.359E-01  0.306E-02
   33   0.400E+00 -0.110E+02 -0.249E+00  0.498E+02 -0.294E-01  0.332E-09  0.458E-01  0.192E-01
   34   0.380E+00  0.150E+02  0.339E+00  0.473E+02 -0.294E-01  0.288E-08  0.329E-01 -0.170E-02
   35   0.147E+00  0.326E+02  0.736E+00  0.184E+02 -0.294E-01  0.250E-07  0.220E-01 -0.193E-01
   36  -0.169E+00  0.318E+02  0.720E+00 -0.209E+02 -0.294E-01  0.217E-06  0.344E-01  0.432E-03
   37  -0.394E+00  0.129E+02  0.298E+00 -0.487E+02 -0.294E-01  0.188E-05  0.476E-01  0.199E-01
   38  -0.407E+00 -0.141E+02 -0.298E+00 -0.495E+02 -0.294E-01  0.163E-04  0.402E-01  0.256E-02
   39  -0.219E+00 -0.357E+02 -0.747E+00 -0.238E+02 -0.294E-01  0.142E-03  0.324E-01 -0.179E-01
   40   0.116E-01 -0.449E+02 -0.839E+00  0.117E+02 -0.294E-01  0.123E-02  0.398E-01 -0.444E-02
   41  -0.395E-04 -0.511E+02 -0.638E+00  0.302E+02  0.000E+00  0.545E-03  0.252E-01  0.274E-03
   42   0.978E-01 -0.482E+02 -0.466E+00  0.298E+02  0.000E+00  0.489E-04  0.183E-01  0.389E-02
   43   0.880E-01 -0.342E+02 -0.304E+00  0.214E+02  0.000E+00  0.439E-05  0.876E-02  0.237E-02
   44   0.617E-01 -0.221E+02 -0.190E+00  0.139E+02  0.000E+00  0.394E-06  0.360E-02  0.105E-02
   45   0.397E-01 -0.137E+02 -0.116E+00  0.868E+01  0.000E+00  0.353E-07  0.138E-02  0.418E-03
   46   0.246E-01 -0.840E+01 -0.706E-01  0.531E+01  0.000E+00  0.317E-08  0.513E-03  0.158E-03
   47   0.150E-01 -0.509E+01 -0.426E-01  0.321E+01  0.000E+00  0.285E-09  0.188E-03  0.582E-04
   48   0.909E-02 -0.307E+01 -0.256E-01  0.194E+01  0.000E+00  0.256E-10  0.683E-04  0.212E-04
   49   0.548E-02 -0.185E+01 -0.154E-01  0.117E+01  0.000E+00  0.229E-11  0.247E-04  0.770E-05
   50   0.330E-02 -0.111E+01 -0.927E-02  0.702E+00  0.000E+00  0.226E-12  0.140E-04  0.436E-05


                      RAYLEIGH WAVE      MODE # 12
        T = 0.1000E+01 C =    0.4520E+01 U   = 0.3287E+01
        AR= 0.5375E-03 GAMMA= 0.1864E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.960E-01  0.000E+00  0.100E+01  0.000E+00 -0.124E+00  0.308E-03  0.664E-01 -0.795E-02
    2  -0.800E+00  0.126E+02  0.977E-01 -0.590E+02 -0.474E-01  0.488E-03  0.615E-01  0.146E-01
    3  -0.308E+00 -0.597E+01 -0.623E+00 -0.226E+02 -0.474E-01  0.754E-04  0.882E-02 -0.173E-01
    4   0.361E+00 -0.698E+01 -0.526E+00  0.365E+02 -0.474E-01  0.116E-04  0.521E-01  0.162E-01
    5   0.556E+00  0.412E+01  0.209E+00  0.533E+02 -0.474E-01  0.178E-05  0.309E-01 -0.246E-02
    6   0.971E-01  0.122E+02  0.726E+00  0.952E+01 -0.474E-01  0.259E-06  0.165E-01 -0.143E-01
    7  -0.481E+00  0.721E+01  0.430E+00 -0.451E+02 -0.474E-01  0.262E-07  0.591E-01  0.198E-01
    8  -0.520E+00 -0.567E+01 -0.348E+00 -0.489E+02 -0.474E-01  0.665E-08  0.213E-01 -0.102E-01
    9   0.274E-01 -0.120E+02 -0.732E+00  0.250E+01 -0.474E-01  0.111E-06  0.255E-01 -0.693E-02
   10   0.546E+00 -0.456E+01 -0.288E+00  0.511E+02 -0.474E-01  0.820E-06  0.589E-01  0.191E-01
   11   0.456E+00  0.848E+01  0.486E+00  0.422E+02 -0.399E-01  0.673E-04  0.156E-01 -0.150E-01
   12  -0.774E-01  0.179E+02  0.722E+00 -0.108E+02 -0.399E-01  0.940E-05  0.262E-01 -0.399E-02
   13  -0.482E+00  0.698E+01  0.281E+00 -0.527E+02 -0.399E-01  0.131E-05  0.524E-01  0.194E-01
   14  -0.440E+00 -0.118E+02 -0.423E+00 -0.476E+02 -0.399E-01  0.175E-06  0.209E-01 -0.111E-01
   15  -0.362E-02 -0.208E+02 -0.762E+00 -0.510E+00 -0.399E-01  0.177E-07  0.205E-01 -0.116E-01
   16   0.439E+00 -0.118E+02 -0.433E+00  0.471E+02 -0.399E-01  0.230E-08  0.534E-01  0.196E-01
   17   0.497E+00  0.741E+01  0.275E+00  0.534E+02 -0.399E-01  0.467E-07  0.294E-01 -0.296E-02
   18   0.116E+00  0.200E+02  0.739E+00  0.127E+02 -0.399E-01  0.386E-06  0.142E-01 -0.173E-01
   19  -0.371E+00  0.146E+02  0.551E+00 -0.393E+02 -0.399E-01  0.282E-05  0.510E-01  0.165E-01
   20  -0.544E+00 -0.452E+01 -0.130E+00 -0.570E+02 -0.399E-01  0.202E-04  0.433E-01  0.653E-02
   21  -0.273E+00 -0.222E+02 -0.721E+00 -0.256E+02 -0.374E-01  0.665E-04  0.144E-01 -0.213E-01
   22   0.199E+00 -0.260E+02 -0.728E+00  0.266E+02 -0.374E-01  0.855E-05  0.364E-01  0.376E-02
   23   0.480E+00 -0.735E+01 -0.210E+00  0.590E+02 -0.374E-01  0.110E-05  0.522E-01  0.205E-01
   24   0.422E+00  0.180E+02  0.463E+00  0.514E+02 -0.374E-01  0.141E-06  0.286E-01 -0.916E-02
   25   0.768E-01  0.321E+02  0.835E+00  0.940E+01 -0.374E-01  0.181E-07  0.206E-01 -0.190E-01
   26  -0.323E+00  0.251E+02  0.654E+00 -0.389E+02 -0.374E-01  0.233E-08  0.470E-01  0.131E-01
   27  -0.509E+00  0.154E+01  0.398E-01 -0.615E+02 -0.374E-01  0.297E-09  0.495E-01  0.162E-01
   28  -0.358E+00 -0.230E+02 -0.600E+00 -0.432E+02 -0.374E-01  0.365E-10  0.225E-01 -0.166E-01
   29   0.306E-01 -0.323E+02 -0.842E+00  0.370E+01 -0.374E-01  0.319E-11  0.257E-01 -0.127E-01
   30   0.399E+00 -0.202E+02 -0.525E+00  0.482E+02 -0.374E-01  0.908E-12  0.520E-01  0.193E-01
   31   0.502E+00  0.540E+01  0.141E+00  0.607E+02 -0.374E-01  0.161E-10  0.432E-01  0.852E-02
   32   0.272E+00  0.274E+02  0.713E+00  0.329E+02 -0.374E-01  0.139E-09  0.188E-01 -0.211E-01
   33  -0.138E+00  0.312E+02  0.812E+00 -0.167E+02 -0.374E-01  0.109E-08  0.328E-01 -0.401E-02
   34  -0.457E+00  0.143E+02  0.373E+00 -0.552E+02 -0.374E-01  0.852E-08  0.541E-01  0.219E-01
   35  -0.471E+00 -0.120E+02 -0.314E+00 -0.570E+02 -0.374E-01  0.663E-07  0.353E-01 -0.773E-03
   36  -0.172E+00 -0.302E+02 -0.790E+00 -0.210E+02 -0.374E-01  0.516E-06  0.179E-01 -0.218E-01
   37   0.247E+00 -0.279E+02 -0.739E+00  0.292E+02 -0.374E-01  0.402E-05  0.419E-01  0.614E-02
   38   0.516E+00 -0.582E+01 -0.186E+00  0.606E+02 -0.374E-01  0.313E-04  0.605E-01  0.231E-01
   39   0.483E+00  0.237E+02  0.519E+00  0.532E+02 -0.374E-01  0.243E-03  0.473E-01 -0.581E-02
   40   0.240E+00  0.473E+02  0.962E+00  0.149E+02 -0.374E-01  0.189E-02  0.500E-01 -0.161E-01
   41   0.148E+00  0.672E+02  0.995E+00 -0.215E+02  0.000E+00  0.145E-02  0.453E-01 -0.104E-01
   42  -0.998E-01  0.805E+02  0.847E+00 -0.370E+02  0.000E+00  0.144E-03  0.454E-01  0.386E-02
   43  -0.131E+00  0.658E+02  0.632E+00 -0.323E+02  0.000E+00  0.142E-04  0.285E-01  0.481E-02
   44  -0.110E+00  0.484E+02  0.448E+00 -0.243E+02  0.000E+00  0.141E-05  0.151E-01  0.300E-02
   45  -0.812E-01  0.342E+02  0.312E+00 -0.173E+02  0.000E+00  0.139E-06  0.746E-02  0.158E-02
   46  -0.575E-01  0.237E+02  0.215E+00 -0.120E+02  0.000E+00  0.138E-07  0.358E-02  0.775E-03
   47  -0.399E-01  0.163E+02  0.147E+00 -0.829E+01  0.000E+00  0.137E-08  0.169E-02  0.370E-03
   48  -0.275E-01  0.112E+02  0.101E+00 -0.569E+01  0.000E+00  0.135E-09  0.793E-03  0.175E-03
   49  -0.188E-01  0.765E+01  0.689E-01 -0.389E+01  0.000E+00  0.134E-10  0.371E-03  0.820E-04
   50  -0.129E-01  0.523E+01  0.471E-01 -0.266E+01  0.000E+00  0.147E-11  0.326E-03  0.721E-04


                      RAYLEIGH WAVE      MODE # 13
        T = 0.1000E+01 C =    0.4658E+01 U   = 0.3467E+01
        AR= 0.4218E-03 GAMMA= 0.2014E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.251E+00  0.000E+00  0.100E+01  0.000E+00 -0.106E+00  0.341E-03  0.645E-01 -0.730E-02
    2  -0.851E+00  0.150E+02  0.741E-01 -0.557E+02 -0.395E-01  0.795E-03  0.480E-01  0.100E-01
    3  -0.258E+00 -0.630E+00 -0.578E+00 -0.143E+02 -0.395E-01  0.139E-03  0.811E-02 -0.984E-02
    4   0.416E+00 -0.178E+01 -0.376E+00  0.418E+02 -0.395E-01  0.242E-04  0.421E-01  0.138E-01
    5   0.486E+00  0.500E+01  0.347E+00  0.459E+02 -0.395E-01  0.406E-05  0.138E-01 -0.920E-02
    6  -0.763E-01  0.812E+01  0.674E+00 -0.634E+01 -0.395E-01  0.551E-06  0.233E-01 -0.248E-02
    7  -0.562E+00  0.243E+01  0.192E+00 -0.511E+02 -0.395E-01  0.291E-07  0.425E-01  0.121E-01
    8  -0.367E+00 -0.563E+01 -0.517E+00 -0.337E+02 -0.395E-01  0.469E-06  0.673E-02 -0.142E-01
    9   0.278E+00 -0.627E+01 -0.590E+00  0.248E+02 -0.395E-01  0.358E-05  0.380E-01  0.830E-02
   10   0.600E+00  0.175E+01  0.670E-01  0.532E+02 -0.395E-01  0.215E-04  0.339E-01  0.364E-02
   11   0.229E+00  0.993E+01  0.668E+00  0.173E+02 -0.393E-01  0.574E-04  0.826E-02 -0.147E-01
   12  -0.366E+00  0.939E+01  0.517E+00 -0.407E+02 -0.393E-01  0.900E-05  0.435E-01  0.142E-01
   13  -0.545E+00 -0.456E+01 -0.178E+00 -0.578E+02 -0.393E-01  0.139E-05  0.299E-01  0.112E-02
   14  -0.170E+00 -0.158E+02 -0.716E+00 -0.181E+02 -0.393E-01  0.199E-06  0.100E-01 -0.163E-01
   15   0.379E+00 -0.123E+02 -0.564E+00  0.393E+02 -0.393E-01  0.160E-07  0.451E-01  0.139E-01
   16   0.563E+00  0.280E+01  0.134E+00  0.586E+02 -0.393E-01  0.176E-07  0.324E-01  0.312E-02
   17   0.199E+00  0.150E+02  0.699E+00  0.209E+02 -0.393E-01  0.211E-06  0.914E-02 -0.167E-01
   18  -0.362E+00  0.123E+02  0.581E+00 -0.373E+02 -0.393E-01  0.147E-05  0.447E-01  0.131E-01
   19  -0.580E+00 -0.308E+01 -0.109E+00 -0.593E+02 -0.393E-01  0.950E-05  0.370E-01  0.512E-02
   20  -0.258E+00 -0.172E+02 -0.710E+00 -0.242E+02 -0.393E-01  0.605E-04  0.953E-02 -0.185E-01
   21   0.253E+00 -0.190E+02 -0.662E+00  0.331E+02 -0.372E-01  0.128E-04  0.359E-01  0.797E-02
   22   0.530E+00 -0.140E+01 -0.723E-01  0.635E+02 -0.372E-01  0.184E-05  0.445E-01  0.145E-01
   23   0.376E+00  0.195E+02  0.592E+00  0.445E+02 -0.372E-01  0.265E-06  0.156E-01 -0.159E-01
   24  -0.755E-01  0.264E+02  0.813E+00 -0.867E+01 -0.372E-01  0.381E-07  0.238E-01 -0.761E-02
   25  -0.473E+00  0.135E+02  0.417E+00 -0.554E+02 -0.372E-01  0.548E-08  0.500E-01  0.194E-01
   26  -0.512E+00 -0.955E+01 -0.296E+00 -0.600E+02 -0.372E-01  0.789E-09  0.296E-01 -0.143E-02
   27  -0.161E+00 -0.253E+02 -0.783E+00 -0.188E+02 -0.372E-01  0.115E-09  0.128E-01 -0.187E-01
   28   0.312E+00 -0.218E+02 -0.673E+00  0.366E+02 -0.372E-01  0.181E-10  0.410E-01  0.102E-01
   29   0.547E+00 -0.161E+01 -0.499E-01  0.642E+02 -0.372E-01  0.453E-11  0.446E-01  0.139E-01
   30   0.365E+00  0.198E+02  0.611E+00  0.428E+02 -0.372E-01  0.514E-11  0.147E-01 -0.167E-01
   31  -0.955E-01  0.261E+02  0.806E+00 -0.112E+02 -0.372E-01  0.231E-10  0.251E-01 -0.612E-02
   32  -0.483E+00  0.125E+02  0.387E+00 -0.567E+02 -0.372E-01  0.150E-09  0.501E-01  0.196E-01
   33  -0.503E+00 -0.106E+02 -0.327E+00 -0.589E+02 -0.372E-01  0.103E-08  0.281E-01 -0.302E-02
   34  -0.139E+00 -0.256E+02 -0.792E+00 -0.163E+02 -0.372E-01  0.716E-08  0.133E-01 -0.182E-01
   35   0.330E+00 -0.212E+02 -0.654E+00  0.387E+02 -0.372E-01  0.498E-07  0.421E-01  0.114E-01
   36   0.546E+00 -0.745E+00 -0.183E-01  0.642E+02 -0.372E-01  0.346E-06  0.429E-01  0.126E-01
   37   0.341E+00  0.199E+02  0.628E+00  0.406E+02 -0.372E-01  0.241E-05  0.131E-01 -0.174E-01
   38  -0.135E+00  0.244E+02  0.787E+00 -0.143E+02 -0.372E-01  0.167E-04  0.284E-01 -0.327E-02
   39  -0.540E+00  0.766E+01  0.324E+00 -0.594E+02 -0.372E-01  0.116E-03  0.627E-01  0.239E-01
   40  -0.615E+00 -0.218E+02 -0.445E+00 -0.618E+02 -0.372E-01  0.810E-03  0.606E-01  0.264E-02
   41  -0.438E+00 -0.529E+02 -0.103E+01 -0.241E+02  0.000E+00  0.193E-02  0.476E-01 -0.189E-01
   42  -0.394E-01 -0.978E+02 -0.113E+01  0.132E+02  0.000E+00  0.211E-03  0.630E-01 -0.613E-02
   43   0.749E-01 -0.994E+02 -0.103E+01  0.220E+02  0.000E+00  0.231E-04  0.577E-01  0.583E-03
   44   0.982E-01 -0.888E+02 -0.889E+00  0.220E+02  0.000E+00  0.252E-05  0.446E-01  0.206E-02
   45   0.938E-01 -0.761E+02 -0.752E+00  0.196E+02  0.000E+00  0.276E-06  0.324E-01  0.193E-02
   46   0.822E-01 -0.642E+02 -0.631E+00  0.167E+02  0.000E+00  0.301E-07  0.229E-01  0.149E-02
   47   0.699E-01 -0.538E+02 -0.528E+00  0.141E+02  0.000E+00  0.329E-08  0.161E-01  0.107E-02
   48   0.588E-01 -0.450E+02 -0.441E+00  0.118E+02  0.000E+00  0.360E-09  0.112E-01  0.759E-03
   49   0.492E-01 -0.376E+02 -0.368E+00  0.987E+01  0.000E+00  0.393E-10  0.783E-02  0.532E-03
   50   0.411E-01 -0.314E+02 -0.307E+00  0.825E+01  0.000E+00  0.482E-11  0.180E-01  0.123E-02


                      RAYLEIGH WAVE      MODE #  0
        T = 0.1100E+01 C =    0.2989E+01 U   = 0.2668E+01
        AR= 0.1824E-01 GAMMA= 0.3514E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.688E+00  0.000E+00  0.100E+01  0.000E+00 -0.360E+00  0.130E+00  0.320E+00 -0.152E+00
    2  -0.406E-01  0.335E+02  0.709E+00 -0.341E+02 -0.114E-07  0.116E-01  0.333E+00  0.818E-01
    3  -0.123E+00  0.244E+02  0.353E+00 -0.214E+02 -0.114E-07  0.414E-03  0.123E+00  0.462E-01
    4  -0.655E-01  0.112E+02  0.147E+00 -0.950E+01 -0.114E-07  0.148E-04  0.241E-01  0.979E-02
    5  -0.278E-01  0.453E+01  0.569E-01 -0.379E+01 -0.114E-07  0.530E-06  0.382E-02  0.160E-02
    6  -0.109E-01  0.174E+01  0.214E-01 -0.144E+01 -0.114E-07  0.190E-07  0.553E-03  0.234E-03
    7  -0.410E-02  0.649E+00  0.792E-02 -0.537E+00 -0.114E-07  0.679E-09  0.768E-04  0.327E-04
    8  -0.152E-02  0.239E+00  0.291E-02 -0.198E+00 -0.114E-07  0.258E-10  0.104E-04  0.446E-05
    9  -0.563E-03  0.875E-01  0.106E-02 -0.730E-01 -0.114E-07  0.393E-11  0.140E-05  0.601E-06
   10  -0.209E-03  0.314E-01  0.376E-03 -0.273E-01 -0.114E-07  0.448E-10  0.183E-06  0.811E-07
   11  -0.658E-04  0.115E-01  0.121E-03 -0.103E-01 -0.202E-17  0.372E-11  0.201E-07  0.938E-08
   12  -0.230E-04  0.396E-02  0.408E-04 -0.350E-02 -0.202E-17  0.127E-12  0.234E-08  0.110E-08
   13  -0.776E-05  0.132E-02  0.135E-04 -0.116E-02 -0.202E-17  0.432E-14  0.260E-09  0.123E-09
   14  -0.257E-05  0.437E-03  0.443E-05 -0.383E-03 -0.202E-17  0.147E-15  0.282E-10  0.134E-10
   15  -0.846E-06  0.143E-03  0.145E-05 -0.125E-03 -0.202E-17  0.502E-17  0.301E-11  0.143E-11
   16  -0.276E-06  0.467E-04  0.471E-06 -0.409E-04 -0.202E-17  0.171E-18  0.320E-12  0.152E-12
   17  -0.900E-07  0.152E-04  0.153E-06 -0.133E-04 -0.202E-17  0.589E-20  0.339E-13  0.161E-13
   18  -0.293E-07  0.493E-05  0.497E-07 -0.432E-05 -0.202E-17  0.254E-21  0.358E-14  0.170E-14
   19  -0.952E-08  0.160E-05  0.161E-07 -0.141E-05 -0.202E-17  0.259E-21  0.376E-15  0.179E-15
   20  -0.312E-08  0.512E-06  0.511E-08 -0.464E-06 -0.202E-17  0.604E-20  0.391E-16  0.190E-16
   21  -0.895E-09  0.169E-06  0.149E-08 -0.155E-06  0.000E+00  0.370E-21  0.353E-17  0.178E-17
   22  -0.281E-09  0.523E-07  0.457E-09 -0.477E-07  0.000E+00  0.121E-22  0.336E-18  0.170E-18
   23  -0.860E-10  0.159E-07  0.138E-09 -0.145E-07  0.000E+00  0.396E-24  0.310E-19  0.158E-19
   24  -0.260E-10  0.480E-08  0.415E-10 -0.436E-08  0.000E+00  0.130E-25  0.281E-20  0.143E-20
   25  -0.783E-11  0.144E-08  0.124E-10 -0.131E-08  0.000E+00  0.424E-27  0.253E-21  0.129E-21
   26  -0.234E-11  0.431E-09  0.370E-11 -0.390E-09  0.000E+00  0.139E-28  0.225E-22  0.115E-22
   27  -0.699E-12  0.128E-09  0.110E-11 -0.116E-09  0.000E+00  0.454E-30  0.200E-23  0.102E-23
   28  -0.208E-12  0.382E-10  0.328E-12 -0.346E-10  0.000E+00  0.149E-31  0.178E-24  0.907E-25
   29  -0.620E-13  0.114E-10  0.977E-13 -0.103E-10  0.000E+00  0.486E-33  0.157E-25  0.803E-26
   30  -0.184E-13  0.338E-11  0.290E-13 -0.306E-11  0.000E+00  0.159E-34  0.139E-26  0.710E-27
   31  -0.548E-14  0.101E-11  0.864E-14 -0.911E-12  0.000E+00  0.000E+00  0.123E-27  0.628E-28
   32  -0.163E-14  0.299E-12  0.257E-14 -0.271E-12  0.000E+00  0.000E+00  0.109E-28  0.555E-29
   33  -0.485E-15  0.889E-13  0.763E-15 -0.805E-13  0.000E+00  0.000E+00  0.960E-30  0.491E-30
   34  -0.144E-15  0.264E-13  0.227E-15 -0.239E-13  0.000E+00  0.000E+00  0.848E-31  0.433E-31
   35  -0.428E-16  0.786E-14  0.674E-16 -0.711E-14  0.000E+00  0.000E+00  0.749E-32  0.383E-32
   36  -0.127E-16  0.234E-14  0.200E-16 -0.211E-14  0.000E+00  0.000E+00  0.662E-33  0.338E-33
   37  -0.378E-17  0.694E-15  0.596E-17 -0.628E-15  0.000E+00  0.000E+00  0.585E-34  0.299E-34
   38  -0.113E-17  0.206E-15  0.177E-17 -0.187E-15  0.000E+00  0.000E+00  0.516E-35  0.264E-35
   39  -0.336E-18  0.609E-16  0.522E-18 -0.559E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40  -0.102E-18  0.173E-16  0.145E-18 -0.175E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41  -0.181E-19  0.560E-17  0.272E-19 -0.572E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   42  -0.475E-20  0.145E-17  0.680E-20 -0.145E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   43  -0.119E-20  0.359E-18  0.165E-20 -0.356E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   44  -0.291E-21  0.869E-19  0.395E-21 -0.855E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   45  -0.696E-22  0.207E-19  0.933E-22 -0.202E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   46  -0.164E-22  0.487E-20  0.218E-22 -0.475E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   47  -0.385E-23  0.114E-20  0.508E-23 -0.111E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   48  -0.896E-24  0.264E-21  0.118E-23 -0.257E-21  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   49  -0.207E-24  0.611E-22  0.271E-24 -0.593E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   50  -0.479E-25  0.141E-22  0.625E-25 -0.137E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00


                      RAYLEIGH WAVE      MODE #  1
        T = 0.1100E+01 C =    0.3588E+01 U   = 0.3451E+01
        AR= 0.2721E-03 GAMMA= 0.2976E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.515E+00  0.000E+00  0.100E+01  0.000E+00 -0.254E-01  0.198E-02  0.639E-02 -0.449E-02
    2  -0.393E+00  0.133E+02  0.441E+00 -0.541E+02 -0.130E-01  0.618E-04  0.208E-01  0.962E-02
    3  -0.553E+00 -0.239E+02 -0.411E+00 -0.628E+02 -0.130E-01  0.470E-05  0.388E-01  0.108E-01
